text,avg_dwell_time_ms,avg_flight_time_ms,pause_ratio,backspace_rate,error_rate,correction_latency_ms,words_per_minute,burst_length,session_duration_sec,late_night_ratio,sentiment_polarity,negation_ratio,uncertainty_ratio,first_person_ratio,lexical_diversity,stress_pct,anxiety_pct,depression_pct
"I finished the review, documented the results, and cleaned up the notes. I keep correcting myself because I do not want to miss anything important. It is hard to stay motivated and my energy feels low. The schedule is clear enough for the next session.",112.154,127.281,0.26363,0.1169,0.12669,232.119,41.935,6.567,1010.641,0.30853,-0.49899,0.11639,0.09261,0.10943,0.66296,56.549,44.64,65.262
I completed the main tasks for today and reviewed the next steps. I can continue after a short break and another review pass.,111.0,121.563,0.20634,0.10024,0.10161,210.553,64.655,9.03,854.454,0.17949,-0.02233,0.08485,0.09695,0.09025,0.61172,29.939,48.886,34.136
I completed the main tasks for today and reviewed the next steps. My thoughts keep looping around possible mistakes and consequences.,94.397,112.908,0.28902,0.1517,0.13648,185.577,61.776,8.855,842.529,0.19292,-0.30416,0.10527,0.09967,0.09774,0.63407,37.88,56.417,39.86
I completed the main tasks for today and reviewed the next steps. I keep correcting myself because I do not want to miss anything important. The schedule is clear enough for the next session.,112.32,121.737,0.21734,0.16694,0.14932,206.374,60.065,9.282,963.642,0.24393,-0.33415,0.08812,0.09156,0.0757,0.64356,60.435,50.966,29.987
The workday was manageable and I moved through the checklist steadily. I will revisit the remaining items tomorrow.,110.338,116.226,0.19592,0.07337,0.10629,190.691,55.693,8.3,817.247,0.21434,-0.16866,0.12161,0.08267,0.09947,0.71878,28.227,48.385,50.708
"I sent updates, answered messages, and planned tomorrow's priorities. I can continue after a short break and another review pass.",101.992,106.838,0.24506,0.09488,0.10231,166.092,71.021,12.013,800.395,0.18697,-0.08067,0.08404,0.06494,0.07209,0.73915,30.122,44.173,29.021
"I finished the review, documented the results, and cleaned up the notes. My thoughts keep looping around possible mistakes and consequences.",130.534,116.076,0.24074,0.17608,0.17417,258.662,71.481,10.866,898.069,0.15338,0.06551,0.08418,0.09722,0.04543,0.68779,54.172,67.845,14.081
The workday was manageable and I moved through the checklist steadily. The schedule is clear enough for the next session.,96.145,127.467,0.21409,0.08557,0.09319,181.194,64.366,9.832,703.567,0.16841,-0.13323,0.06872,0.0474,0.10847,0.7001,28.795,32.294,41.375
The workday was manageable and I moved through the checklist steadily. The schedule is clear enough for the next session.,89.236,126.061,0.24771,0.05103,0.07262,159.64,61.428,10.416,457.227,0.15719,0.11869,0.08457,0.07391,0.09202,0.66733,7.531,39.326,37.541
I completed the main tasks for today and reviewed the next steps. I am uneasy and keep revisiting the same point for reassurance. I can continue after a short break and another review pass.,121.198,132.53,0.27999,0.17321,0.18794,237.075,57.112,8.196,1181.637,0.19821,-0.4311,0.12245,0.1058,0.1038,0.70169,54.446,68.241,53.667
"I sent updates, answered messages, and planned tomorrow's priorities. Everything feels urgent and I am trying to catch up quickly. I do not feel engaged and it is difficult to sustain momentum.",103.806,122.319,0.21117,0.10013,0.12928,218.128,50.434,8.565,1020.316,0.26569,-0.74779,0.09664,0.06167,0.11783,0.71383,55.933,26.032,65.495
"I finished the review, documented the results, and cleaned up the notes. I am uneasy and keep revisiting the same point for reassurance. I feel mentally drained and focusing takes more effort than usual. The current draft is usable, but it still needs refinement.",126.962,117.76,0.35529,0.13618,0.15419,224.315,63.784,8.707,973.809,0.22993,-0.44633,0.15063,0.09356,0.11075,0.64075,39.837,62.965,58.914
I completed the main tasks for today and reviewed the next steps. The schedule is clear enough for the next session.,114.865,116.059,0.16317,0.10339,0.11734,175.586,68.984,13.557,921.433,0.16634,0.04082,0.04399,0.04696,0.07905,0.66172,45.28,35.216,19.711
I completed the main tasks for today and reviewed the next steps. Everything feels urgent and I am trying to catch up quickly. I am uncertain about the outcome and keep second-guessing the details. It is hard to stay motivated and my energy feels low.,118.807,123.509,0.32942,0.2005,0.19313,251.327,53.488,8.79,1236.776,0.29414,-0.72787,0.14135,0.10491,0.11543,0.6208,77.202,61.443,56.532
The workday was manageable and I moved through the checklist steadily. Everything feels urgent and I am trying to catch up quickly. I am uncertain about the outcome and keep second-guessing the details. The schedule is clear enough for the next session.,140.508,125.531,0.27074,0.1952,0.20193,246.819,54.514,8.083,947.808,0.23787,-0.77841,0.10662,0.11907,0.08846,0.66922,76.805,66.641,37.35
I completed the main tasks for today and reviewed the next steps. The schedule is clear enough for the next session.,122.96,102.95,0.17248,0.10008,0.11506,173.899,60.015,11.331,798.439,0.2011,-0.42198,0.0754,0.02755,0.07603,0.71425,38.726,24.975,40.581
"The workday was manageable and I moved through the checklist steadily. I am uncertain about the outcome and keep second-guessing the details. The current draft is usable, but it still needs refinement.",119.421,144.107,0.28637,0.17007,0.16862,226.469,56.589,7.445,956.616,0.25104,-0.40429,0.1237,0.08645,0.09098,0.7443,54.195,59.969,52.162
I completed the main tasks for today and reviewed the next steps. Everything feels urgent and I am trying to catch up quickly. My thoughts keep looping around possible mistakes and consequences. It is hard to stay motivated and my energy feels low. The schedule is clear enough for the next session.,116.475,125.236,0.38025,0.18402,0.15714,223.245,45.321,5.383,1293.86,0.30754,-1.0,0.1684,0.1301,0.13941,0.48824,67.131,66.928,100.0
The workday was manageable and I moved through the checklist steadily. Everything feels urgent and I am trying to catch up quickly. The schedule is clear enough for the next session.,109.916,121.089,0.23123,0.15305,0.14242,199.188,44.741,7.092,1068.431,0.16703,-0.63173,0.11298,0.07285,0.09052,0.67935,66.656,46.989,38.889
"I sent updates, answered messages, and planned tomorrow's priorities. The work feels heavier than it should and I am moving slowly. I can continue after a short break and another review pass.",103.915,110.509,0.24929,0.09399,0.08852,205.362,67.498,5.71,612.372,0.161,-0.36429,0.12835,0.09098,0.12382,0.68543,14.339,51.175,58.854
"I finished the review, documented the results, and cleaned up the notes. I will revisit the remaining items tomorrow.",92.334,111.245,0.25041,0.12317,0.11786,230.512,69.834,9.622,851.939,0.18113,-0.35962,0.07806,0.05943,0.07712,0.6149,50.264,41.308,37.115
I completed the main tasks for today and reviewed the next steps. I will revisit the remaining items tomorrow.,115.852,103.612,0.24472,0.08151,0.09361,178.829,67.724,7.551,865.464,0.16176,-0.20531,0.0842,0.07782,0.10296,0.69273,26.971,43.186,43.511
"I sent updates, answered messages, and planned tomorrow's priorities. I keep correcting myself because I do not want to miss anything important. My thoughts keep looping around possible mistakes and consequences. I do not feel engaged and it is difficult to sustain momentum. I can continue after a short break and another review pass.",129.395,123.193,0.29203,0.17681,0.17213,231.733,51.936,6.627,1255.345,0.27872,-1.0,0.15752,0.10586,0.12776,0.57526,76.179,59.146,80.382
"I finished the review, documented the results, and cleaned up the notes. The schedule is clear enough for the next session.",119.959,129.087,0.23483,0.12649,0.12583,222.445,57.576,7.864,913.17,0.20384,-0.38179,0.08734,0.06666,0.06077,0.653,48.935,38.527,39.465
"I sent updates, answered messages, and planned tomorrow's priorities. I am rushing through deadlines and keep switching between tasks. It is hard to stay motivated and my energy feels low. The current draft is usable, but it still needs refinement.",128.061,161.642,0.27261,0.15551,0.14405,233.618,41.453,8.542,1224.982,0.29183,-0.82117,0.1268,0.07577,0.11021,0.68873,71.1,42.482,66.287
"I sent updates, answered messages, and planned tomorrow's priorities. I am rushing through deadlines and keep switching between tasks. I feel mentally drained and focusing takes more effort than usual.",131.308,135.0,0.34075,0.17714,0.17242,219.49,56.893,6.192,1211.43,0.28825,-1.0,0.13057,0.10878,0.1268,0.53663,73.372,54.79,70.321
The workday was manageable and I moved through the checklist steadily. I can continue after a short break and another review pass.,120.684,127.351,0.14217,0.10248,0.12029,169.504,59.423,9.487,814.967,0.16695,-0.29066,0.08165,0.06073,0.09508,0.66309,52.879,25.33,39.832
"I finished the review, documented the results, and cleaned up the notes. There is too much to finish at once and the pace feels intense. I am uncertain about the outcome and keep second-guessing the details. I will revisit the remaining items tomorrow.",143.994,133.506,0.334,0.18721,0.16736,270.702,56.766,8.85,768.489,0.12573,-0.15192,0.1059,0.10268,0.08365,0.77484,58.518,77.702,30.965
"I completed the main tasks for today and reviewed the next steps. Everything feels urgent and I am trying to catch up quickly. My thoughts keep looping around possible mistakes and consequences. The work feels heavier than it should and I am moving slowly. The current draft is usable, but it still needs refinement.",116.584,130.32,0.36616,0.20812,0.2206,241.922,54.602,8.697,1292.603,0.27636,-0.6944,0.16543,0.12007,0.13127,0.58708,78.4,68.582,74.015
The workday was manageable and I moved through the checklist steadily. I can continue after a short break and another review pass.,129.82,116.987,0.24397,0.15957,0.13279,230.157,57.244,8.036,840.801,0.20314,-0.03573,0.09089,0.06472,0.07146,0.68313,53.627,46.649,37.04
"I finished the review, documented the results, and cleaned up the notes. I will revisit the remaining items tomorrow.",94.417,103.903,0.23226,0.12443,0.12508,197.862,62.475,12.004,772.167,0.13146,0.25393,0.06218,0.06477,0.06441,0.70113,44.476,41.274,20.238
"I completed the main tasks for today and reviewed the next steps. Everything feels urgent and I am trying to catch up quickly. My thoughts keep looping around possible mistakes and consequences. I do not feel engaged and it is difficult to sustain momentum. The current draft is usable, but it still needs refinement.",137.476,134.525,0.36765,0.25106,0.2339,283.074,34.364,9.349,1250.32,0.38877,-1.0,0.17169,0.11204,0.13841,0.52399,95.629,74.865,80.491
The workday was manageable and I moved through the checklist steadily. I keep correcting myself because I do not want to miss anything important.,137.907,131.379,0.2511,0.15245,0.14361,180.733,63.401,9.152,1006.802,0.22247,-0.32414,0.08396,0.06842,0.08114,0.72617,64.806,43.667,45.646
"I finished the review, documented the results, and cleaned up the notes. I am uneasy and keep revisiting the same point for reassurance. The current draft is usable, but it still needs refinement.",97.494,98.087,0.25921,0.11068,0.10663,185.461,58.812,8.698,686.811,0.12649,0.32641,0.09474,0.10854,0.07242,0.7093,27.944,55.533,32.352
I completed the main tasks for today and reviewed the next steps. There is too much to finish at once and the pace feels intense.,103.059,124.212,0.22898,0.15177,0.12861,231.21,59.5,10.923,1082.84,0.2183,-0.33405,0.10063,0.07572,0.10753,0.52508,57.002,51.516,52.945
"I sent updates, answered messages, and planned tomorrow's priorities. I am uneasy and keep revisiting the same point for reassurance.",112.2,129.249,0.2312,0.14984,0.14115,215.888,62.702,12.502,741.486,0.17142,-0.1877,0.11114,0.10538,0.06725,0.71224,43.251,56.491,29.492
"I sent updates, answered messages, and planned tomorrow's priorities. There is too much to finish at once and the pace feels intense. My thoughts keep looping around possible mistakes and consequences. I will revisit the remaining items tomorrow.",105.81,116.131,0.21201,0.16773,0.15639,206.769,67.839,6.597,1004.84,0.17083,0.04906,0.11233,0.09349,0.06989,0.69499,57.357,63.723,34.078
"I completed the main tasks for today and reviewed the next steps. The current draft is usable, but it still needs refinement.",95.418,125.494,0.26949,0.09595,0.11719,167.036,68.415,9.439,570.927,0.13779,-0.03468,0.09816,0.10254,0.07965,0.61789,17.929,53.231,30.318
"The workday was manageable and I moved through the checklist steadily. I keep correcting myself because I do not want to miss anything important. I am uneasy and keep revisiting the same point for reassurance. The current draft is usable, but it still needs refinement.",120.697,134.29,0.33927,0.13304,0.18071,257.276,58.844,7.447,1192.977,0.24993,-0.46339,0.14667,0.1245,0.09483,0.50387,61.277,73.431,54.668
I completed the main tasks for today and reviewed the next steps. I feel mentally drained and focusing takes more effort than usual.,122.018,146.887,0.261,0.12393,0.11748,210.037,57.343,8.484,851.818,0.26346,-0.6434,0.10057,0.06585,0.13162,0.61576,47.164,36.454,56.438
I completed the main tasks for today and reviewed the next steps. There is too much to finish at once and the pace feels intense. My thoughts keep looping around possible mistakes and consequences. I feel mentally drained and focusing takes more effort than usual.,122.648,125.652,0.37268,0.19753,0.17272,244.049,45.967,6.044,1396.775,0.28966,-0.80886,0.15485,0.11982,0.11599,0.57125,83.954,73.552,71.68
